_id,AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
6282,A1402558,LUIGI,PUPPY,BROWN,TAN,SIBERIAN HUSKY,NEUTERED,2025-11-14,1,2026-02-14,HEALTHY,OWNER SUR,FIELD,,2026-02-19,ADOPTION,,HEALTHY,,SAN JOSE,2026-02-19
6283,A1402559,CARAMELO,PUPPY,TAN,,SIBERIAN HUSKY,NEUTERED,2025-11-14,1,2026-02-14,HEALTHY,OWNER SUR,FIELD,,2026-02-20,ADOPTION,,HEALTHY,,SAN JOSE,2026-02-20
6284,A1402560,ASADA,PUPPY,BROWN,BLACK,SIBERIAN HUSKY,NEUTERED,2025-12-12,1,2026-02-14,HEALTHY,OWNER SUR,FIELD,,2026-02-19,ADOPTION,,HEALTHY,,SAN JOSE,2026-02-19
6285,A1402561,KANE,PUPPY,BROWN,,SIBERIAN HUSKY,NEUTERED,2025-11-14,1,2026-02-14,HEALTHY,OWNER SUR,FIELD,,2026-02-19,ADOPTION,,HEALTHY,,SAN JOSE,2026-02-19
6286,A1402562,RIDER,PUPPY,BLACK,BROWN,SIBERIAN HUSKY,NEUTERED,2025-11-14,1,2026-02-14,HEALTHY,OWNER SUR,FIELD,,2026-02-19,ADOPTION,,HEALTHY,,SAN JOSE,2026-02-19
6287,A1402563,ZOEY,PUPPY,BROWN,BLACK,SIBERIAN HUSKY,SPAYED,2025-11-14,1,2026-02-14,HEALTHY,OWNER SUR,FIELD,,2026-02-27,ADOPTION,,HEALTHY,,SAN JOSE,2026-02-27
6288,A1402569,,CAT,BUFF,,DOMESTIC SH,MALE,2024-02-15,2,2026-02-15,MED SEV,STRAY,OTC,,2026-02-15,EUTH,,MED SEV,SAWGRASS DR,SAN JOSE,2026-02-15
6289,A1402571,,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,2025-04-15,1,2026-02-15,PREGNANT,STRAY,OTC,,2026-02-21,RTF,,FERAL,WOOSTER AVE,SAN JOSE,2026-02-21
6290,A1402573,,CAT,CALICO-TRI,WHITE,DOMESTIC SH,FEMALE,2025-02-15,1,2026-02-15,MED SEV,STRAY,OTC,,2026-02-15,EUTH,,MED SEV,MCLAUGHLIN X WILLIAMS,SAN JOSE,2026-03-01
6291,A1402574,,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,SPAYED,2025-02-15,1,2026-02-15,PREGNANT,STRAY,OTC,,2026-02-19,RTF,,BEH M,PUERTO GOLFITO CT,SAN JOSE,2026-02-19
6292,A1402575,PUMPKIN PIE,DOG,WHITE,BLACK,BORDER COLLIE,NEUTERED,2025-02-15,1,2026-02-15,HEALTHY,STRAY,OTC,,2026-03-20,ADOPTION,,HEALTHY,BERNAL RD X SANTA TERESA BLVD,SAN JOSE,2026-03-20
6293,A1402581,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2025-02-15,1,2026-02-15,PREGNANT,STRAY,OTC,,2026-02-22,RTF,,FERAL,KING RD / LAVONNE AVE,SAN JOSE,2026-02-24
6294,A1402583,OSO,DOG,WHITE,,SIBERIAN HUSKY,NEUTERED,2023-02-15,3,2026-02-15,HEALTHY,STRAY,OTC,,2026-03-22,ADOPTION,,HEALTHY,200 BLOCK HIGHWAY / MERIDIAN,SAN JOSE,2026-03-22
6295,A1402584,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2024-02-15,2,2026-02-15,MED R,STRAY,OTC,,2026-03-08,RTF,,FERAL,FORD / W ALMA,SAN JOSE,2026-03-08
6296,A1402586,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2025-02-15,1,2026-02-15,PREGNANT,STRAY,OTC,,2026-02-24,RTF,,FERAL,KING / LAUONNE,SAN JOSE,2026-02-24
6297,A1402594,ZEMIE,DOG,TAN,WHITE,PAPILLON,FEMALE,2023-02-16,3,2026-02-16,BEH M,CONFISCATE,POLICE,,2026-02-20,RTO,,BEH M,,SAN JOSE,2026-02-20
6298,A1402595,GORDO,DOG,BROWN,,BOXER,MALE,2023-02-16,3,2026-02-16,BEH M,CONFISCATE,POLICE,,2026-02-20,RTO,,BEH M,,SAN JOSE,2026-02-20
6299,A1402597,,KITTEN,GRAY,,DOMESTIC SH,MALE,2025-11-16,1,2026-02-16,HEALTHY,STRAY,OTC,,2026-02-19,RESCUE,,HEALTHY,BACK OF SHELTER,SAN JOSE,2026-02-19
6300,A1402598,,KITTEN,PT-LYNX,,DOMESTIC SH,FEMALE,2025-11-16,1,2026-02-16,HEALTHY,STRAY,OTC,,2026-02-19,RESCUE,,HEALTHY,BACK OF SHELTER,SAN JOSE,2026-02-19
6301,A1402599,,KITTEN,BLACK,,DOMESTIC SH,MALE,2025-11-16,1,2026-02-16,HEALTHY,STRAY,OTC,,2026-02-19,RESCUE,,HEALTHY,BACK OF SHELTER,SAN JOSE,2026-02-19
6302,A1402600,PHAROAH,DOG,WHITE,,SIBERIAN HUSKY,NEUTERED,2020-03-08,6,2026-02-16,MED R,CONFISCATE,HOSPITAL,,2026-03-03,ADOPTION,,HEALTHY,,SAN JOSE,2026-03-03
6303,A1402604,,CAT,BLACK,,DOMESTIC MH,FEMALE,2025-10-03,1,2026-02-17,MED SEV,STRAY,FIELD,,2026-02-26,RESCUE,,MED SEV,N 14TH HEDDING,SAN JOSE,2026-03-02
6304,A1402614,PUMA,DOG,TAN,BLACK,BOXER,NEUTERED,2018-02-18,8,2026-02-18,MED R,STRAY,OTC,,2026-02-19,RTO,,MED R,E HILLS DR/S WHITE RD,SAN JOSE,2026-02-19
6305,A1402616,NALA,CAT,PT-LYNX,,DOMESTIC SH,SPAYED,2022-02-18,4,2026-02-18,MED R,OWNER SUR,FIELD,,2026-03-09,ADOPTION,,MED R,,SAN JOSE,2026-03-09
6306,A1402617,GENE,CAT,GRAY,WHITE,DOMESTIC SH,NEUTERED,2018-02-18,8,2026-02-18,MED R,OWNER SUR,FIELD,,2026-03-20,RESCUE,,MED R,,SAN JOSE,2026-03-20
6307,A1402618,,CAT,WHITE,ORANGE,DOMESTIC SH,SPAYED,2025-02-18,1,2026-02-18,PREGNANT,STRAY,OTC,,2026-02-20,RTF,,FERAL,S PARK VICTORIA DR/ GLACIER DR,MILPITAS,2026-02-20
6308,A1402619,STACHE,CAT,WHITE,BLACK,DOMESTIC SH,NEUTERED,2023-02-18,3,2026-02-18,HEALTHY,STRAY,OTC,,2026-03-03,ADOPTION,,HEALTHY,FORESTDALE AVE/JEANNE AVE,SAN JOSE,2026-03-03
6309,A1402622,MOCHI,DOG,BLACK,WHITE,PIT BULL,SPAYED,2025-02-18,1,2026-02-18,HEALTHY,STRAY,OTC,,2026-02-27,ADOPTION,,HEALTHY,VISTAPARK DR/W CAPITOL EXPY,SAN JOSE,2026-02-27
6310,A1402623,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,2021-02-18,5,2026-02-18,MED EMERG,STRAY,OTC,,2026-02-18,EUTH,,MED EMERG,FEHREN DR / PFEIFLE AVE,SAN JOSE,2026-02-18
6311,A1402624,LEGACY,DOG,BLACK,WHITE,GERM SHEPHERD,NEUTERED,2024-02-18,2,2026-02-18,HEALTHY,STRAY,OTC,,2026-03-21,ADOPTION,,HEALTHY,"1800 BLOCK CAMACHO WAY, SAN JOSE CA 95132",SAN JOSE,2026-03-21
6312,A1402626,BOO,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,2025-07-18,1,2026-02-18,MED R,STRAY,OTC,,2026-03-03,ADOPTION,,MED M,VINCENT CT/ SANTA TERESA BLVD,SAN JOSE,2026-03-03
6313,A1402627,,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2020-02-18,6,2026-02-18,MED R,STRAY,VEG,,2026-02-25,RTF,,BEH M,PLEASANT CREST DR/ WESTVIEW DR,SAN JOSE,2026-02-25
6314,A1402628,PRINCESS,DOG,BROWN,BLACK,NORFOLK TERRIER,SPAYED,2018-02-19,8,2026-02-18,MED R,STRAY,OTC,,2026-02-19,RTO,,HEALTHY,AIELLO/LEWIS,SAN JOSE,2026-02-19
6315,A1402630,SKYE,DOG,TAN,WHITE,BORDER COLLIE,SPAYED,2025-02-18,1,2026-02-18,HEALTHY,STRAY,OTC,,2026-02-25,ADOPTION,,HEALTHY,MOORPARK AVE/WINCHESTER BLVD,SAN JOSE,2026-02-25
6316,A1402631,MAX,DOG,BROWN,WHITE,BORDER COLLIE,NEUTERED,2025-02-18,1,2026-02-18,HEALTHY,STRAY,OTC,,2026-02-28,ADOPTION,,HEALTHY,MOORPARK AVE/WINCHESTER BLVD,SAN JOSE,2026-02-28
6317,A1402632,,DOG,BLACK,WHITE,BASSET HOUND,FEMALE,2025-07-18,1,2026-02-18,MED R,STRAY,OTC,,2026-02-22,RESCUE,,MED R,TULLY RD/ MCLAUGHLIN,SAN JOSE,2026-02-26
6318,A1402633,SIMBA,DOG,BLACK,BROWN,GERM SHEPHERD,NEUTERED,2024-02-18,2,2026-02-18,HEALTHY,STRAY,OTC,,2026-03-12,ADOPTION,,HEALTHY,N 7TH ST/E ST JOHN ST,SAN JOSE,2026-03-12
6319,A1402634,CHAPO,DOG,BRINDLE-BN,,FRENCH BULLDOG,NEUTERED,2021-12-17,5,2026-02-18,MED R,STRAY,OTC,,2026-02-27,ADOPTION,,HEALTHY,S MAIN ST/S ABEL ST,MILPITAS,2026-02-27
6320,A1402637,,DOG,BLACK,,CHIHUAHUA SH,SPAYED,2024-02-18,2,2026-02-18,HEALTHY,STRAY,OTC,,,,,,9TH ST/E ST JAMES ST,SAN JOSE,2026-02-24
6321,A1402638,WALTER,DOG,TAN,,GERM SHEPHERD,NEUTERED,2022-02-18,4,2026-02-18,HEALTHY,STRAY,OTC,,,,,,MONTERY RD/OLD TULLY RD,SAN JOSE,2026-03-18
6322,A1402639,REGINA,DOG,BROWN,BLACK,BOXER,FEMALE,2020-02-18,6,2026-02-18,HEALTHY,STRAY,OTC,,2026-02-19,RTO,,HEALTHY,EAST HILLS DR/WHITE RD,SAN JOSE,2026-02-19
6323,A1402640,,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,2023-02-18,3,2026-02-18,MED R,STRAY,OTC,,2026-03-02,RTF,,HEALTHY,SASSAFRAS DR/CEDRO ST,SAN JOSE,2026-03-02
6324,A1402641,,CAT,WHITE,BLACK,DOMESTIC SH,SPAYED,2024-02-18,2,2026-02-18,PREGNANT,STRAY,OTC,,2026-02-21,RTF,,BEH M,GRAND BLVD/ESSEX ST,SAN JOSE,2026-02-21
6325,A1402644,FRIZZY,DOG,WHITE,,POODLE MIN,NEUTERED,2023-02-26,3,2026-02-18,HEALTHY,STRAY,OTC,,2026-03-16,RTO,,HEALTHY,FARM DR/DAKAN CT,SAN JOSE,2026-03-16
6326,A1402645,GUARDIAN,DOG,BROWN,BLACK,BELG MALINOIS,NEUTERED,2025-02-18,1,2026-02-18,HEALTHY,STRAY,OTC,,2026-02-25,ADOPTION,,HEALTHY,EMERALD HILLS CIR/ FOUR OAKS RD,SAN JOSE,2026-02-25
6327,A1402645,GUARDIAN,DOG,BROWN,BLACK,BELG MALINOIS,NEUTERED,2025-02-18,1,2026-02-27,HEALTHY,RETURN,OTC,LANDLORD,,,,,,SANTA CLARA,2026-03-20
6328,A1402646,,CAT,GRAY,,DOMESTIC SH,SPAYED,2024-02-18,2,2026-02-18,PREGNANT,STRAY,OTC,,2026-02-21,RTF,,FERAL,THORNWOOD DR/SANTA TERESA BLVD,SAN JOSE,2026-02-21
6329,A1402647,,CAT,GRAY,,DOMESTIC SH,SPAYED,2024-02-18,2,2026-02-18,PREGNANT,STRAY,OTC,,2026-02-21,RTF,,FERAL,THORNWOOD DR/SANTA TERESA BLVD,SAN JOSE,2026-02-21
6330,A1402649,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2025-09-20,1,2026-02-18,MED R,STRAY,OTC,,2026-02-22,RTF,,FERAL,SILVER RANCH PL/SIVER RANCH LN,SAN JOSE,2026-02-22
6331,A1402651,,DOG,BLACK,GRAY,SHIH TZU,MALE,2023-02-18,3,2026-02-18,BEH M,STRAY,OTC,,2026-02-24,RESCUE,,HEALTHY,MONTEREY RD/ CURTNER AVE,SAN JOSE,2026-02-24
6332,A1402652,,CAT,GRAY,,DOMESTIC SH,SPAYED,2023-02-18,3,2026-02-18,PREGNANT,STRAY,OTC,,2026-02-25,RTF,,FERAL,S PARK VICTORIA DR/YOSEMITE DR,MILPITAS,2026-02-25
6333,A1402655,,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,2023-02-18,3,2026-02-18,HEALTHY,STRAY,OTC,,2026-02-23,RESCUE,,HEALTHY,LEIGH AVE/STOKES ST,SAN JOSE,2026-03-12
6334,A1402655,,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,2023-02-18,3,2026-03-13,FERAL,RETURN,OTC,,2026-03-18,RTF,,FERAL,,SAN JOSE,2026-03-18
6335,A1402656,,KITTEN,WHITE,,DOMESTIC SH,UNKNOWN,2026-02-17,0,2026-02-18,HEALTHY,STRAY,OTC,,2026-02-19,RESCUE,,NURSING,LEIGH AVE/STOKES ST,SAN JOSE,2026-02-19
6336,A1402657,,KITTEN,TABBY-BRN,WHITE,DOMESTIC SH,UNKNOWN,2026-02-17,0,2026-02-18,HEALTHY,STRAY,OTC,,2026-02-19,RESCUE,,NURSING,LEIGH AVE/STOKES ST,SAN JOSE,2026-02-19
6337,A1402658,,KITTEN,BLACK,WHITE,DOMESTIC SH,UNKNOWN,2026-02-17,0,2026-02-18,HEALTHY,STRAY,OTC,,2026-02-19,RESCUE,,NURSING,LEIGH AVE/STOKES ST,SAN JOSE,2026-02-19
6338,A1402659,,KITTEN,TABBY-BRN,WHITE,DOMESTIC SH,UNKNOWN,2026-02-17,0,2026-02-18,HEALTHY,STRAY,OTC,,2026-02-19,RESCUE,,NURSING,LEIGH AVE/STOKES ST,SAN JOSE,2026-02-19
6339,A1402660,,KITTEN,BLACK,,DOMESTIC SH,UNKNOWN,2026-02-17,0,2026-02-18,HEALTHY,STRAY,OTC,,2026-02-19,RESCUE,,NURSING,LEIGH AVE/STOKES ST,SAN JOSE,2026-02-19
6340,A1402661,,KITTEN,BLACK,,DOMESTIC SH,UNKNOWN,2026-02-17,0,2026-02-18,HEALTHY,STRAY,OTC,,2026-02-19,RESCUE,,NURSING,LEIGH AVE/STOKES ST,SAN JOSE,2026-02-19
6341,A1402662,,KITTEN,TABBY-BRN,WHITE,DOMESTIC SH,UNKNOWN,2026-02-17,0,2026-02-18,HEALTHY,STRAY,OTC,,2026-02-19,RESCUE,,NURSING,LEIGH AVE/STOKES ST,SAN JOSE,2026-02-19
6342,A1402663,,KITTEN,BLACK,WHITE,DOMESTIC SH,UNKNOWN,2026-02-17,0,2026-02-18,HEALTHY,STRAY,OTC,,2026-02-19,RESCUE,,NURSING,LEIGH AVE/STOKES ST,SAN JOSE,2026-02-19
6343,A1402666,ANGEL,DOG,WHITE,,CHIHUAHUA LH,MALE,2021-02-18,5,2026-02-18,MED R,STRAY,OTC,,2026-02-24,TRANSFER,,HEALTHY,RANCH DR X MCCARTHY BLVD,MILPITAS,2026-02-24
6344,A1402667,HUDSON,DOG,BLACK,TAN,AUST CATTLE DOG,NEUTERED,2025-02-18,1,2026-02-18,BEH M,CONFISCATE,POLICE,,,,,,,SAN JOSE,2026-03-18
6345,A1402668,SAGE,DOG,WHITE,BROWN,AUST CATTLE DOG,FEMALE,2025-02-18,1,2026-02-18,BEH M,CONFISCATE,POLICE,,2026-03-03,RTO,,BEH M,,SAN JOSE,2026-03-03
6346,A1402668,SAGE,DOG,WHITE,BROWN,AUST CATTLE DOG,FEMALE,2025-02-18,1,2026-02-18,BEH M,OWNER SUR,,,,,,,,SAN JOSE,2026-03-20
6347,A1402669,BISHOP,DOG,BROWN,BLACK,AUST CATTLE DOG,NEUTERED,2024-03-10,2,2026-02-18,BEH M,OWNER SUR,,,,,,,,SAN JOSE,2026-03-22
6348,A1402669,BISHOP,DOG,BROWN,BLACK,AUST CATTLE DOG,NEUTERED,2024-03-10,2,2026-02-18,BEH M,CONFISCATE,POLICE,,2026-03-03,RTO,,BEH M,,SAN JOSE,2026-03-03
6349,A1402670,POLO,DOG,BROWN,BLACK,AUST CATTLE DOG,NEUTERED,2024-03-10,2,2026-02-18,BEH M,CONFISCATE,POLICE,,2026-03-03,RTO,,BEH M,,SAN JOSE,2026-03-03
6350,A1402670,POLO,DOG,BROWN,BLACK,AUST CATTLE DOG,NEUTERED,2024-03-10,2,2026-02-18,BEH M,OWNER SUR,,,,,,,,SAN JOSE,2026-03-19
6351,A1402671,,DOG,BLACK,,PIT BULL,MALE,2021-02-19,5,2026-02-19,MED EMERG,STRAY,FIELD,,2026-02-20,EUTH,,MED SEV,E ALMA / SEVENTH ST,SAN JOSE,2026-02-20
6352,A1402678,THEODORE,CAT,TABBY-ORG,WHITE,DOMESTIC SH,NEUTERED,2023-02-19,3,2026-02-19,MED R,STRAY,OTC,IP ADOPT,2026-02-23,ADOPTION,,HEALTHY,NAGLEE AVE X CHAPMAN,SAN JOSE,2026-02-23
6353,A1402680,,CAT,BLACK,WHITE,DOMESTIC SH,UNKNOWN,2024-02-19,2,2026-02-19,MED SEV,STRAY,FIELD,,2026-02-19,DIED,,MED SEV,S BUENA VISTA AVE/SCOTT ST,SAN JOSE,2026-02-19
6354,A1402684,DAISY,DOG,TAN,WHITE,CHIHUAHUA SH,SPAYED,2022-02-19,4,2026-02-19,HEALTHY,OWNER SUR,OTC,OWNER PROB,2026-03-07,RESCUE,,HEALTHY,,SAN JOSE,2026-03-07
6355,A1402687,MORCHO,DOG,WHITE,,DOGO ARGENTINO,NEUTERED,2024-02-19,2,2026-02-19,MED R,STRAY,OTC,,2026-02-20,RTO,,MED SEV,WOODBOROUGH DR/ WOODBOROUGH CT,SAN JOSE,2026-02-20
6356,A1402687,MORCHO,DOG,WHITE,,DOGO ARGENTINO,NEUTERED,2024-02-19,2,2026-02-20,MED SEV,EUTH REQ,OTC OWNED,,2026-02-26,RTO,,MED SEV,,SAN JOSE,2026-02-26
6357,A1402688,BOO,DOG,BLACK,WHITE,LABRADOR RETR,SPAYED,2024-02-19,2,2026-02-19,HEALTHY,STRAY,OTC,,,,,,WOODBOROUGH DR/ WOODBOROUGH CT,SAN JOSE,2026-03-03
6358,A1402690,,CAT,WHITE,,DOMESTIC SH,FEMALE,2025-09-19,1,2026-02-19,HEALTHY,STRAY,OTC,,2026-02-23,TRANSFER,,HEALTHY,S 2ND ST/MARTHA ST,SAN JOSE,2026-02-23
6359,A1402691,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,FEMALE,2025-09-19,1,2026-02-19,HEALTHY,STRAY,OTC,,2026-02-23,TRANSFER,,HEALTHY,S 2ND ST/MARTHA ST,SAN JOSE,2026-02-23
6360,A1402692,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,FEMALE,2025-09-19,1,2026-02-19,HEALTHY,STRAY,OTC,,2026-02-23,TRANSFER,,HEALTHY,S 2ND ST/MARTHA ST,SAN JOSE,2026-02-23
6361,A1402693,,CAT,BLACK,,DOMESTIC SH,FEMALE,2017-02-19,9,2026-02-19,MED SEV,STRAY,OTC,,2026-02-20,EUTH,,MED SEV,S 7TH ST/ PHELAN AVE,SAN JOSE,2026-02-20
6362,A1402695,KADEN,DOG,BROWN,,GERM SHEPHERD,MALE,2025-03-31,1,2026-02-19,BEH R,CONFISCATE,POLICE,,2026-03-04,RTO,,,,MILPITAS,2026-03-04
6363,A1402696,LITTLE BEAR,DOG,BROWN,WHITE,SHIBA INU,FEMALE,2014-02-19,12,2026-02-19,MED R,STRAY,OTC,,2026-02-23,RTO,,MED R,ARCHGLEN WAY/COYOTE RD,SAN JOSE,2026-02-23
6364,A1402697,BUDDY,DOG,WHITE,,CHIHUAHUA SH,NEUTERED,2016-08-23,10,2026-02-19,MED R,STRAY,OTC,,,,,,9TH / EMPIRE,SAN JOSE,2026-03-21
6365,A1402698,COCO,DOG,BLACK,BROWN,GERM SHEPHERD,NEUTERED,2025-10-19,1,2026-02-19,MED R,STRAY,OTC,,2026-02-28,ADOPTION,,HEALTHY,BERRYESSA RD/LUNDY AVE,SAN JOSE,2026-02-28
6366,A1402699,,CAT,BLACK,,DOMESTIC SH,NEUTERED,2024-02-19,2,2026-02-19,MED SEV,STRAY,OTC,,2026-03-03,RTF,,MED R,RIDGEGLEN WAY/ BEEZEGLEN CT,SAN JOSE,2026-03-03
6367,A1402700,,CAT,TABBY-GRAY,,DOMESTIC SH,UNKNOWN,2018-02-19,8,2026-02-19,MED EMERG,STRAY,FIELD,,2026-02-19,EUTH,,MED SEV,4000 BLOCK ROTHERHAVEN,SAN JOSE,2026-02-23
6368,A1402701,MOONEY,CAT,TORTIE-B\O,,DOMESTIC SH,SPAYED,2023-02-20,3,2026-02-20,PREGNANT,OWNER SUR,OTC,NO HOME,2026-02-24,ADOPTION,,HEALTHY,,SAN JOSE,2026-02-24
6369,A1402702,SOL,CAT,TABBY-GRAY,,DOMESTIC SH,SPAYED,2024-02-20,2,2026-02-20,MED R,STRAY,OTC,,2026-02-28,TRANSFER,,HEALTHY,COYOTE RD/SCARLETT WAY,SAN JOSE,2026-02-28
6370,A1402703,,CAT,WHITE,TABBY-GRAY,DOMESTIC MH,NEUTERED,2021-02-20,5,2026-02-20,MED R,STRAY,OTC,,2026-02-25,RTF,,FERAL,SUGARCREEK DR X MARSH MANOR,SAN JOSE,2026-02-25
6371,A1402705,,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2020-02-20,6,2026-02-20,MED R,STRAY,OTC,,2026-02-26,RTF,,MED R,ANDORA DR/FLINT AVE,SAN JOSE,2026-02-26
6372,A1402707,,CAT,BLACK,,DOMESTIC SH,SPAYED,2025-02-20,1,2026-02-20,PREGNANT,STRAY,OTC,,2026-02-24,RTF,,BEH M,EMORY ST/ELM ST,SAN JOSE,2026-02-24
6373,A1402708,,CAT,TORTIE-B\O,,DOMESTIC SH,SPAYED,2025-02-20,1,2026-02-20,PREGNANT,STRAY,OTC,,2026-02-26,RTF,,BEH M,N KING RD X PALA RANCH CIR,SAN JOSE,2026-02-26
6374,A1402710,RUBY,DOG,WHITE,BROWN,CHIHUAHUA SH,SPAYED,2024-02-20,2,2026-02-20,PREGNANT,STRAY,OTC,,,,,,MCLAUGHLIN X STORY,SAN JOSE,2026-02-28
6375,A1402712,,CAT,PT-LYNX,,DOMESTIC SH,SPAYED,2025-08-20,1,2026-02-20,PREGNANT,STRAY,OTC,,2026-02-26,ADOPTION,,PREGNANT,PEPITONE AVE/WILLOW ST,SAN JOSE,2026-02-26
6376,A1402713,DOPEY,PUPPY,TRICOLOR,,GERM SHEPHERD,MALE,2026-01-09,0,2026-02-20,NURSING,STRAY,OTC,,2026-02-23,TRANSFER,,NURSING,S 24TH ST/PEACH CT,SAN JOSE,2026-02-23
6377,A1402715,SLEEPY,PUPPY,TRICOLOR,,GERM SHEPHERD,MALE,2026-01-09,0,2026-02-20,NURSING,STRAY,OTC,,2026-02-23,TRANSFER,,NURSING,S 24TH ST/PEACH CT,SAN JOSE,2026-02-23
6378,A1402716,GRUMPY,PUPPY,BLACK,WHITE,GERM SHEPHERD,FEMALE,2026-01-09,0,2026-02-20,NURSING,STRAY,OTC,,2026-02-23,TRANSFER,,NURSING,S 24TH ST/PEACH CT,SAN JOSE,2026-02-23
6379,A1402717,SNEEZY,PUPPY,BLACK,WHITE,GERM SHEPHERD,FEMALE,2026-01-09,0,2026-02-20,NURSING,STRAY,OTC,,2026-02-23,TRANSFER,,NURSING,S 24TH ST/PEACH CT,SAN JOSE,2026-02-23
6380,A1402718,BASHFUL,PUPPY,BLACK,,GERM SHEPHERD,MALE,2026-01-09,0,2026-02-20,NURSING,STRAY,OTC,,2026-02-23,TRANSFER,,NURSING,S 24TH ST/PEACH CT,SAN JOSE,2026-02-23
6381,A1402719,HAPPY,PUPPY,BLACK,WHITE,GERM SHEPHERD,MALE,2026-01-09,0,2026-02-20,NURSING,STRAY,OTC,,2026-02-23,TRANSFER,,NURSING,S 24TH ST/PEACH CT,SAN JOSE,2026-02-23
6382,A1402720,DOC,PUPPY,TRICOLOR,,GERM SHEPHERD,FEMALE,2026-01-09,0,2026-02-20,NURSING,STRAY,OTC,,2026-02-23,TRANSFER,,NURSING,S 24TH ST/PEACH CT,SAN JOSE,2026-02-23
6383,A1402722,,CAT,TORBI-DIL,,DOMESTIC MH,SPAYED,2021-02-20,5,2026-02-20,PREGNANT,STRAY,OTC,,2026-02-24,RTF,,FERAL,8TH ST/MARTHA ST,SAN JOSE,2026-02-24
6384,A1402725,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,2023-02-20,3,2026-02-20,MED R,STRAY,OTC,,2026-03-01,RTF,,HEALTHY,LA ROSSA CIR/ALMADEN RD,SAN JOSE,2026-03-01
6385,A1402726,MILEY,PUPPY,BLACK,WHITE,GERM SHEPHERD,SPAYED,2025-11-20,1,2026-02-20,MED R,STRAY,OTC,,2026-02-25,ADOPTION,,HEALTHY,SNOW DR/BATTLE DANCE DR,SAN JOSE,2026-02-25
6386,A1402727,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,2019-02-20,7,2026-02-20,MED SEV,STRAY,FIELD,,2026-02-20,TRANSFER,,MED SEV,LE COMPTE PL & ROBERTS AVE,SAN JOSE,2026-02-20
6387,A1402728,BELGIEM,DOG,BROWN,BLACK,BELG MALINOIS,NEUTERED,2024-02-20,2,2026-03-17,HEALTHY,STRAY,FIELD,,2026-03-19,RTO,,HEALTHY,E EMPIRE ST / N 22ND ST,SAN JOSE,2026-03-19
6388,A1402728,BELGIEM,DOG,BROWN,BLACK,BELG MALINOIS,NEUTERED,2024-02-20,2,2026-02-21,MED SEV,STRAY,MEDVET,,2026-02-24,RTO,,,N. 33RD ST.,SAN JOSE,2026-02-24
6389,A1402731,PENNY,DOG,BLACK,BROWN,AIREDALE TERR,SPAYED,2024-02-21,2,2026-02-21,HEALTHY,STRAY,OTC,,2026-03-04,ADOPTION,,HEALTHY,HILLCAP AVE X CAPTIOL DRIVE IN,SAN JOSE,2026-03-04
6390,A1402734,GIUSEPPE,OTHER,TRICOLOR,,GUINEA PIG,MALE,2022-02-22,4,2026-02-21,HEALTHY,STRAY,OTC,,2026-03-09,RESCUE,,MED R,PARKSIDE AVE / PINE ST,SAN JOSE,2026-03-09
6391,A1402735,,CAT,BLACK,,DOMESTIC MH,NEUTERED,2021-02-21,5,2026-02-21,MED R,STRAY,OTC,,2026-03-02,RTF,,FERAL,10100 BLOCK DE ANZA BLVD X CALI AVE,CUPERTINO,2026-03-02
6392,A1402736,,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2016-02-21,10,2026-02-21,MED R,STRAY,OTC,,2026-03-10,RTF,,FERAL,BARNHART AVE X JOHNSON AVE,CUPERTINO,2026-03-10
6393,A1402737,,CAT,GRAY,WHITE,DOMESTIC LH,SPAYED,2024-02-21,2,2026-02-21,PREGNANT,STRAY,OTC,,2026-02-24,RTF,,BEH M,RAMSTREE DR/HOSTETTER RD,SAN JOSE,2026-02-24
6394,A1402738,SCOTTY,OTHER,WHITE,BROWN,RABBIT SH,NEUTERED,2025-02-21,1,2026-02-21,HEALTHY,STRAY,OTC,,,,,,S WINCHESTER BLVD X WILLIAMSBURG DR,SAN JOSE,2026-03-23
